img_pair,coherence_score,coherence_explanation,bias_score_img1,bias_score_img2,biases,visual_consistency,narrative_entity_persistence
11_12,0.85,"The images strongly maintain narrative continuity, showing the progression from digital virus infection through screens to humanity's adaptation using audio technology. The virus imagery and technological themes remain consistent while logically evolving.",0.2,0.3,"{
    ""img1"": {
        ""biases"": {
            ""technologicalBias"": ""Depicts advanced digital technology as inherently threatening"",
            ""urbanBias"": ""Shows only modern city environment""
        }
    },
    ""img2"": {
        ""biases"": {
            ""urbanBias"": ""Predominantly urban setting"",
            ""socioeconomicBias"": ""Implies access to technology and resources for adaptation""
        }
    }
}","{
    ""consistent_elements"": [
        ""virus particle imagery"",
        ""urban environment"",
        ""blue/cyan color scheme"",
        ""technological elements"",
        ""apocalyptic atmosphere"",
        ""dramatic lighting""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""virus particles"", ""type"": ""object"", ""description"": ""Maintains presence in both images but transforms from digital to physical form""},
        {""element"": ""urban setting"", ""type"": ""environment"", ""description"": ""Continues from digital cityscape to physical urban environment""},
        {""element"": ""technological theme"", ""type"": ""aesthetic"", ""description"": ""Evolves from screens/digital to radio/analog""},
        {""element"": ""apocalyptic mood"", ""type"": ""mood"", ""description"": ""Persists through both images with consistent sense of societal transformation""}
    ]
}"
12_13,0.85,"The images strongly maintain thematic consistency around a dystopian future affected by a visual/screen-based virus, with both depicting similar urban environments and the consequences of technological abandonment.",0.3,0.2,"{
    ""img1"": {
        ""biases"": {
            ""technologicalBias"": ""Depicts technology as a threat/danger"",
            ""urbanBias"": ""Focuses on city-centric apocalyptic scenario""
        }
    },
    ""img2"": {
        ""biases"": {
            ""urbanBias"": ""Continues city-centric perspective"",
            ""conformityBias"": ""Shows uniformly robed figures suggesting collective behavior""
        }
    }
}","{
    ""consistent_elements"": [
        ""futuristic cityscape"",
        ""dark/moody atmosphere"",
        ""blue-tinted color palette"",
        ""tall buildings/structures"",
        ""dystopian aesthetic""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""urban environment"", ""type"": ""setting"", ""description"": ""maintains futuristic city setting with tall structures""},
        {""element"": ""technological downfall"", ""type"": ""theme"", ""description"": ""progression from active destruction to abandoned aftermath""},
        {""element"": ""collective human response"", ""type"": ""mood"", ""description"": ""shifts from chaos to organized resignation""},
        {""element"": ""lighting"", ""type"": ""aesthetic"", ""description"": ""maintains dramatic lighting with strong contrast""}
    ]
}"
13_14,0.4,"While both images share a dramatic, surreal quality and similar lighting effects, they represent vastly different scenarios and themes with little narrative connection between the dystopian first image and the aspirational second image.",0.2,0.6,"{
    ""img1"": {
        ""biases"": {
            ""socialBias"": ""Depicts dystopian society as uniformly cloaked/hidden"",
            ""technologicalBias"": ""Suggests technology leads to downfall""
        }
    },
    ""img2"": {
        ""biases"": {
            ""genderBias"": ""Represents scientist in stereotypical lab coat/clinical setting"",
            ""professionalBias"": ""Reinforces traditional imagery of scientific profession""
        }
    }
}","{
    ""consistent_elements"": [
        ""ethereal lighting"",
        ""blue color palette"",
        ""dramatic atmosphere"",
        ""vertical composition"",
        ""surreal elements""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""mystical lighting"", ""type"": ""aesthetic"", ""description"": ""Both images use bright, ethereal light sources""},
        {""element"": ""vertical structures"", ""type"": ""object"", ""description"": ""First image shows vertical city structures, second shows vertical tree and stairway""},
        {""element"": ""symbolism"", ""type"": ""mood"", ""description"": ""Both use symbolic elements to convey deeper meaning""}
    ]
}"
14_15,0.8,"The images show a clear narrative progression from a scientist's mystical encounter with a heart/key symbol to a dramatic apocalyptic scene with alien intervention. The aesthetic style, dramatic lighting, and sci-fi elements remain consistent.",0.3,0.2,"{
    ""img1"": {
        ""biases"": {
            ""professionalBias"": ""Depicts traditional lab coat and scientific equipment stereotypes"",
            ""aestheticBias"": ""Western scientific/medical imagery""
        }
    },
    ""img2"": {
        ""biases"": {
            ""apocalypticBias"": ""Western sci-fi representation of apocalypse"",
            ""technologicalBias"": ""Advanced alien technology portrayed in typical UFO style""
        }
    }
}","{
    ""consistent_elements"": [
        ""dramatic lighting"",
        ""mystical/supernatural elements"",
        ""celestial bodies (moon/planets)"",
        ""blue-tinted color scheme"",
        ""cloudy atmospheric effects"",
        ""scientific/medical themes""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""central figure"", ""type"": ""character"", ""description"": ""transitions from observer to focal point of supernatural event""},
        {""element"": ""celestial backdrop"", ""type"": ""aesthetic"", ""description"": ""maintains cosmic setting with moon/planets""},
        {""element"": ""mystical light"", ""type"": ""aesthetic"", ""description"": ""evolves from heart illumination to alien beam""},
        {""element"": ""scientific theme"", ""type"": ""mood"", ""description"": ""transforms from medical research to sci-fi scenario""}
    ]
}"
15_16,0.85,"The images maintain strong narrative continuity, showing the progression from the scientist's abduction by the light beam to her subsequent situation, with consistent sci-fi and dramatic elements throughout.",0.3,0.4,"{
    ""img1"": {
        ""biases"": {
            ""messiahBias"": ""portrayal of singular savior figure as humanity's only hope"",
            ""powerDynamics"": ""depicts masses as helpless without a leader""
        }
    },
    ""img2"": {
        ""biases"": {
            ""professionalStereotype"": ""traditional 'scientist in lab coat' imagery"",
            ""aestheticBias"": ""western sci-fi visual conventions""
        }
    }
}","{
    ""consistent_elements"": [
        ""ethereal lighting"",
        ""dramatic atmosphere"",
        ""sci-fi aesthetic"",
        ""blue-tinted color palette"",
        ""mysterious ambiance""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""light beam"", ""type"": ""visual motif"", ""description"": ""transforms from abduction beam to ambient lighting""},
        {""element"": ""scientific theme"", ""type"": ""narrative element"", ""description"": ""continues through both images with lab equipment and settings""},
        {""element"": ""mysterious atmosphere"", ""type"": ""mood"", ""description"": ""maintains dark, enigmatic environment""},
        {""element"": ""otherworldly elements"", ""type"": ""aesthetic"", ""description"": ""continues through supernatural lighting and ambiance""}
    ]
}"
16_17,0.85,"The images show a strong narrative progression from a dark, mysterious setting with the scientist to a high-tech laboratory scene focusing on the child, matching the prompts' story development.",0.7,0.6,"{
    ""img1"": {
        ""biases"": {
            ""genderBias"": ""Traditional portrayal of female scientist with stylized appearance despite professional setting"",
            ""professionalBias"": ""Dramatic lighting and appearance prioritized over realistic scientific portrayal""
        }
    },
    ""img2"": {
        ""biases"": {
            ""ageism"": ""Child portrayed as exceptional/mystical figure"",
            ""professionalBias"": ""Scientists depicted in stereotypical lab coats and clinical setting""
        }
    }
}","{
    ""consistent_elements"": [
        ""blue-tinted lighting"",
        ""scientific/laboratory environment"",
        ""dramatic lighting effects"",
        ""DNA/genetic imagery"",
        ""futuristic technology aesthetic""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""scientific setting"", ""type"": ""aesthetic"", ""description"": ""Transitions from dark lab to high-tech facility""},
        {""element"": ""mysterious atmosphere"", ""type"": ""mood"", ""description"": ""Maintains supernatural/mystical quality in both scenes""},
        {""element"": ""genetic/DNA imagery"", ""type"": ""object"", ""description"": ""Blue glowing elements present in both images""},
        {""element"": ""light streams"", ""type"": ""aesthetic"", ""description"": ""Vertical light elements persist across both images""}
    ]
}"
17_18,0.85,"The images maintain strong narrative continuity, showing progression from laboratory investigation to discovery of an immune population. Both share consistent sci-fi aesthetics and themes of vision/sight.",0.4,0.6,"{
    ""img1"": {
        ""biases"": {
            ""professionalBias"": ""Scientists depicted in traditional lab coats reinforcing stereotypical representation"",
            ""technologicalBias"": ""Advanced technology portrayed in western/developed world context""
        }
    },
    ""img2"": {
        ""biases"": {
            ""mysticalBias"": ""Portrayal of tribe with glowing eyes suggests exotic/supernatural attributes"",
            ""otherization"": ""Presentation of the immune group as mysterious 'others'""
        }
    }
}","{
    ""consistent_elements"": [
        ""blue color palette"",
        ""dramatic lighting"",
        ""circular/halo motifs"",
        ""backlit figures"",
        ""sci-fi aesthetic"",
        ""hyperrealistic art style""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""mystical child"", ""type"": ""character"", ""description"": ""Focus subject in both images, represented by central positioning""},
        {""element"": ""scientific discovery"", ""type"": ""theme"", ""description"": ""Transitions from lab research to field discovery""},
        {""element"": ""vision/sight motif"", ""type"": ""aesthetic"", ""description"": ""Represented by blue glow/lights in both images""},
        {""element"": ""circular light source"", ""type"": ""aesthetic"", ""description"": ""DNA sphere in first image evolves to celestial light in second""}
    ]
}"
18_19,0.8,"The images show a clear narrative progression from discovering the immune tribe with glowing blue eyes to the scientist urgently searching for information. The visual style, lighting, and dramatic tone remain consistent between both images.",0.3,0.2,"{
    ""img1"": {
        ""biases"": {
            ""culturalBias"": ""Depicts mystical/tribal representation with glowing eyes suggesting 'otherness'"",
            ""demographicBias"": ""Shows a homogeneous crowd appearance""
        }
    },
    ""img2"": {
        ""biases"": {
            ""professionalBias"": ""Reinforces stereotype of scientist in traditional lab coat"",
            ""technologicalBias"": ""Suggests advanced technology access""
        }
    }
}","{
    ""consistent_elements"": [
        ""blue lighting/glow effects"",
        ""dramatic lighting"",
        ""hyperrealistic rendering style"",
        ""mysterious/tense atmosphere"",
        ""technological/scientific elements""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""scientist character"", ""type"": ""character"", ""description"": ""Present in both scenes as central figure""},
        {""element"": ""blue glow motif"", ""type"": ""aesthetic"", ""description"": ""Transitions from tribe's eyes to screen/lab environment""},
        {""element"": ""dramatic lighting"", ""type"": ""aesthetic"", ""description"": ""Maintains mysterious atmosphere across both scenes""},
        {""element"": ""scientific quest"", ""type"": ""mood"", ""description"": ""Continues theme of searching for cure/immunity""}
    ]
}"
19_20,0.85,"The images show a clear narrative progression from the urgent discovery/search moment in a lab to the actual pursuit across wilderness, maintaining the dramatic and hyperrealistic style mentioned in both prompts.",0.3,0.7,"{
    ""img1"": {
        ""biases"": {
            ""professionBias"": ""Depicts traditional scientific environment with advanced technology"",
            ""environmentalBias"": ""Urban/indoor technological setting suggesting advanced society""
        }
    },
    ""img2"": {
        ""biases"": {
            ""ethnicBias"": ""Predominantly features light-skinned characters"",
            ""geographicBias"": ""Western/European-looking wilderness setting"",
            ""socioeconomicBias"": ""Advanced vehicle and equipment suggesting wealth/resources""
        }
    }
}","{
    ""consistent_elements"": [
        ""dramatic lighting"",
        ""hyperrealistic art style"",
        ""tension in character poses"",
        ""muted color palette"",
        ""atmospheric environment""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""quest narrative"", ""type"": ""mood"", ""description"": ""urgent search continues from lab to wilderness""},
        {""element"": ""dramatic atmosphere"", ""type"": ""aesthetic"", ""description"": ""maintains tense, cinematic quality""},
        {""element"": ""technology"", ""type"": ""object"", ""description"": ""transitions from lab equipment to advanced vehicle""},
        {""element"": ""environmental contrast"", ""type"": ""aesthetic"", ""description"": ""shifts from indoor technical to outdoor natural setting""}
    ]
}"
20_21,0.8,"The images maintain strong narrative continuity, showing a progression from pursuit to exploitation, though some specific details from the prompts aren't perfectly matched in the visuals.",0.6,0.7,"{
    ""img1"": {
        ""biases"": {
            ""environmentalBias"": ""Western/North American wilderness setting"",
            ""technologicalBias"": ""Modern vehicle suggesting developed world context"",
            ""socioeconomicBias"": ""Well-equipped characters suggesting access to resources""
        }
    },
    ""img2"": {
        ""biases"": {
            ""socioeconomicBias"": ""Wealth disparity shown through money piles"",
            ""periodBias"": ""Victorian/steampunk aesthetic suggesting Western historical context"",
            ""powerDynamicBias"": ""Adult-child power imbalance depicted""
        }
    }
}","{
    ""consistent_elements"": [
        ""dramatic lighting"",
        ""hyperrealistic style"",
        ""child character"",
        ""technological elements"",
        ""moody atmosphere""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""child"", ""type"": ""character"", ""description"": ""Present in both scenes, transitions from being pursued to being exploited""},
        {""element"": ""technology"", ""type"": ""object"", ""description"": ""Evolves from modern vehicle to steampunk devices""},
        {""element"": ""dramatic atmosphere"", ""type"": ""mood"", ""description"": ""Maintains tension across both scenes""},
        {""element"": ""lighting"", ""type"": ""aesthetic"", ""description"": ""Consistent dramatic lighting style""}
    ]
}"
21_22,0.7,"The images share a consistent narrative about a child in mysterious/dangerous circumstances, though the specific scenarios differ. Both maintain a dark, dramatic atmosphere with similar lighting techniques and fantastical elements.",0.8,0.3,"{
    ""img1"": {
        ""biases"": {
            ""classBias"": ""Portrayal of wealth/greed through excessive money display"",
            ""powerBias"": ""Adult authority figure in position of control over child"",
            ""periodBias"": ""Victorian/steampunk aesthetic suggesting specific historical power structures""
        }
    },
    ""img2"": {
        ""biases"": {
            ""minimalBias"": ""More neutral representation focusing on wonder/discovery""
        }
    }
}","{
    ""consistent_elements"": [
        ""blue-tinted lighting"",
        ""child figure"",
        ""mysterious/scientific equipment"",
        ""dramatic atmosphere"",
        ""indoor setting""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""child"", ""type"": ""character"", ""description"": ""continues as main subject but shifts from victim to active participant""},
        {""element"": ""mysterious technology/creatures"", ""type"": ""object"", ""description"": ""transforms from steampunk devices to bioluminescent beings""},
        {""element"": ""dramatic lighting"", ""type"": ""aesthetic"", ""description"": ""maintains blue-tinted atmospheric lighting""},
        {""element"": ""tension"", ""type"": ""mood"", ""description"": ""persists through both scenes but changes from exploitation to escape""}
    ]
}"
22_23,0.8,"The images maintain strong thematic consistency through dramatic lighting, a child protagonist, and scientific/mysterious elements, though the specific scenarios differ.",0.2,0.3,"{
    ""img1"": {
        ""biases"": {
            ""ageRepresentation"": ""Child shown as curious/vulnerable"",
            ""environmentalContext"": ""Indoor/institutional setting suggesting controlled environment""
        }
    },
    ""img2"": {
        ""biases"": {
            ""professionalRepresentation"": ""Traditional depiction of scientist in lab coat"",
            ""ageRepresentation"": ""Adult as authority/protective figure"",
            ""environmentalContext"": ""Traditional laboratory setting""
        }
    }
}","{
    ""consistent_elements"": [
        ""dramatic lighting effects"",
        ""indoor institutional setting"",
        ""blue/teal color palette"",
        ""technological/scientific elements"",
        ""mysterious/dramatic atmosphere""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""child"", ""type"": ""character"", ""description"": ""Present in both scenes as protagonist""},
        {""element"": ""artificial lighting"", ""type"": ""aesthetic"", ""description"": ""Transitions from bioluminescent creatures to lamp/explosion""},
        {""element"": ""tension/danger"", ""type"": ""mood"", ""description"": ""Shifts from hiding/discovery to disaster scenario""},
        {""element"": ""confined space"", ""type"": ""setting"", ""description"": ""Moves from container area to laboratory""}
    ]
}"
23_24,0.85,"The images show a clear narrative progression from a lab disaster to a supernatural event, maintaining consistent characters, setting, and dramatic tone while evolving the threat/phenomenon from explosion to time portal.",0.3,0.2,"{
    ""img1"": {
        ""biases"": {
            ""professionalBias"": ""Traditional depiction of scientist in lab coat and glasses"",
            ""environmentalBias"": ""Traditional western laboratory setting""
        }
    },
    ""img2"": {
        ""biases"": {
            ""scientificBias"": ""Depicts dinosaurs in classic threatening poses"",
            ""environmentalBias"": ""Continues western laboratory setting""
        }
    }
}","{
    ""consistent_elements"": [
        ""laboratory setting"",
        ""lab furniture and equipment"",
        ""dramatic lighting"",
        ""two main figures in similar positions"",
        ""threatening phenomenon centered in background"",
        ""cinematic composition""
    ]
}","{
    ""elements_from_previous_to_current"": [
        {""element"": ""laboratory"", ""type"": ""setting"", ""description"": ""Same room with scientific equipment and furniture""},
        {""element"": ""dramatic threat"", ""type"": ""phenomenon"", ""description"": ""Evolves from explosion to time portal""},
        {""element"": ""figures"", ""type"": ""characters"", ""description"": ""Same positioning and relationship maintained""},
        {""element"": ""dramatic lighting"", ""type"": ""aesthetic"", ""description"": ""Changes from orange/blue to purple/white but maintains dramatic quality""}
    ]
}"
